LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,group,sector,marital,principal,interest_if_repaid,loss_if_default,p_default,is_test,expected_value
200000,2,2,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,university,single,0.0,0.0,0.0,0.23231729815516325,True,0.0
90000,2,3,2,26,0,-1,0,0,0,-1,3268,6745,3402,8652,5381,7190,6745,1131,5381,4,7190,0,1,female,high-school,single,3268.0,588.24,1960.8,0.14797090833634086,True,211.05623581433372
320000,2,1,2,31,0,0,0,0,0,0,77052,65457,62680,62597,60080,55314,3000,3000,3017,2100,3000,3000,0,female,graduate,single,77052.0,13869.359999999999,46231.2,0.04894430233524775,True,10927.780020842301
50000,2,2,1,30,0,0,0,0,-1,-1,86750,42968,43444,40616,2008,-1500,4000,4013,5000,5000,5000,5000,0,female,university,married,50000.0,9000.0,30000.0,0.13029156763887903,True,3918.628862083718
200000,2,1,1,38,-2,-2,-2,-2,-2,-2,5625,12125,13300,3450,13880,5147,12125,13416,3450,13880,5147,1050,0,female,graduate,married,5625.0,1012.5,3375.0,0.06462906150967017,True,728.9399926263221
270000,2,2,1,38,-1,0,0,0,-1,0,2974,3562,5061,5500,116681,119553,1071,2000,1000,116681,5000,4000,0,female,university,married,2974.0,535.3199999999999,1784.3999999999999,0.10137484948658078,True,300.1587341489888
270000,2,2,1,32,2,0,0,0,0,0,276339,264141,270573,275560,243792,251098,11000,12000,11000,8700,11077,34000,0,female,university,married,270000.0,48600.0,162000.0,0.6256165495444798,True,-83154.84533406745
250000,2,2,1,36,0,0,0,0,-1,0,253627,239250,245611,33017,182078,184036,10153,11000,4701,190071,8000,10014,0,female,university,married,250000.0,45000.0,150000.0,0.11247448599687096,True,23067.47523061016
90000,2,2,1,39,1,2,2,2,0,0,90880,87502,91442,89804,87213,90441,0,7300,1144,3265,6788,0,0,female,university,married,90000.0,16200.0,54000.0,0.4400053408844628,True,-14688.37493008929
200000,2,2,1,42,-1,-1,-1,-1,-2,-2,8050,0,1560,0,0,0,0,1560,0,0,0,0,0,female,university,married,8050.0,1449.0,4830.0,0.1877392061370084,True,270.1855246657243
120000,2,1,2,40,-1,-1,-1,-1,0,0,326,326,326,12055,11968,12968,326,326,12055,239,1000,652,0,female,graduate,single,326.0,58.68,195.6,0.19343463278688372,True,9.493441574951213
120000,2,3,1,37,-2,-2,-2,-2,-2,-1,3140,448,0,0,0,10614,448,0,0,0,10614,0,0,female,high-school,married,3140.0,565.1999999999999,1884.0,0.16455285386100096,True,162.1771503236364
200000,2,2,2,37,1,-1,-1,-2,-2,-2,-1,297,-2,-2,-2,-2,298,0,0,0,0,544,0,female,university,single,0.0,0.0,0.0,0.285364227717558,True,0.0
150000,2,2,1,45,0,0,0,0,0,0,135260,144927,148990,70303,64749,66206,12000,7007,3000,3000,2500,5000,0,female,university,married,135260.0,24346.8,81156.0,0.10703424959339561,True,13054.386971997901
130000,1,3,2,27,1,2,0,0,0,0,133019,133178,132355,131797,131457,132202,6000,6000,5000,5000,5000,5200,0,male,high-school,single,130000.0,23400.0,78000.0,0.21869036244832846,True,1224.7972477394942
50000,1,1,2,22,0,0,-1,0,0,0,45192,9920,16991,17727,18391,18490,5000,31991,1500,1200,10000,1000,0,male,graduate,single,45192.0,8134.5599999999995,27115.2,0.07412309804480868,True,5521.7385834640245
210000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0,1865,-3,-3,3677,0,1865,0,0,3680,0,0,male,graduate,single,0.0,0.0,0.0,0.1810651523791293,True,0.0
550000,1,1,2,31,1,2,2,-2,-1,-1,17516,1600,94,100,704,7480,0,94,112,704,7491,7000,0,male,graduate,single,17516.0,3152.88,10509.6,0.3195051244003321,True,-1212.3523720170492
30000,1,2,2,25,1,-1,2,2,-1,0,0,1170,390,0,9494,11473,1170,0,0,9494,3000,378,1,male,university,single,0.0,0.0,0.0,0.3664710844028166,True,0.0
20000,1,3,2,28,1,2,0,0,0,2,18953,14043,13266,14340,15301,14916,18,1600,1600,1500,0,1000,0,male,high-school,single,18953.0,3411.54,11371.8,0.48964086563030707,True,-3826.9873945071436
10000,1,2,2,29,0,0,0,-1,0,0,9363,9990,-10,6390,6682,7271,1000,0,6400,400,700,500,0,male,university,single,9363.0,1685.34,5617.8,0.17995822499141748,True,371.0798887361793
20000,1,2,2,24,0,0,0,0,0,2,15110,16548,17443,16216,18027,12364,2000,1500,1500,2000,0,1000,0,male,university,single,15110.0,2719.7999999999997,9066.0,0.2146907419710186,True,189.49785327796894
80000,1,2,2,26,0,0,-1,-1,-1,-1,350,-40,70,180,-210,220,0,500,500,0,820,500,0,male,university,single,350.0,63.0,210.0,0.21699870902651952,True,3.759352435760171
360000,1,1,2,29,0,0,0,0,0,0,109997,205119,209680,213527,174907,126309,100000,8270,8423,6753,5139,5000,0,male,graduate,single,109997.0,19799.46,65998.2,0.06634531843498914,True,14107.18692632307
170000,1,2,2,33,-1,-1,-1,-1,-1,-1,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,0,male,university,single,2754.0,495.71999999999997,1652.3999999999999,0.11319937426226438,True,252.55416015974464
130000,1,2,1,33,0,0,0,0,0,0,39251,40772,40437,9919,10295,7964,2500,3200,1200,500,447,1000,0,male,university,married,39251.0,7065.179999999999,23550.6,0.09965582403418682,True,4014.139215650623
20000,1,2,1,31,1,4,3,2,0,0,21676,21054,20442,19773,20238,18062,0,0,0,1000,1000,1000,0,male,university,married,20000.0,3600.0,12000.0,0.45476375130009333,True,-3494.3145202814558
180000,1,3,2,27,0,0,0,0,0,0,172511,177587,175867,159053,126688,122947,8008,6528,6500,5000,5000,5000,0,male,high-school,single,172511.0,31051.98,103506.59999999999,0.08021281475194382,True,20258.657549175387
10000,1,2,2,29,0,0,0,0,0,0,9893,8694,8365,9526,9711,9764,1125,1146,1307,492,357,901,0,male,university,single,9893.0,1780.74,5935.8,0.21314146197691972,True,136.02538299662
50000,1,2,2,35,0,0,0,0,0,0,47816,49694,48543,46366,9076,9812,3000,3000,3019,3000,1000,2000,0,male,university,single,47816.0,8606.88,28689.6,0.13091639707119468,True,3724.1592149621297
150000,1,1,1,35,-2,-2,-2,-2,-2,-2,5819,805,-48,8029,2188,9157,809,0,8077,2199,9202,2112,0,male,graduate,married,5819.0,1047.42,3491.4,0.08865188435924798,True,645.0450542325582
170000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,male,university,married,0.0,0.0,0.0,0.24011218600309592,True,0.0
250000,1,2,1,34,-1,-1,-1,-1,-1,0,6461,8117,2200,3772,8650,17650,8117,2200,3772,8650,10000,4646,0,male,university,married,6461.0,1162.98,3876.6,0.06959259717387832,True,812.2625391344664
210000,1,2,1,35,-1,-1,-2,-2,-1,-1,5811,0,0,0,1243,0,0,0,0,1243,0,0,0,male,university,married,5811.0,1045.98,3486.6,0.1652198670161156,True,297.1077351600949
250000,1,2,1,44,0,0,0,0,0,0,254933,244433,249882,248013,99071,98928,8754,10866,5592,2212,2565,2156,0,male,university,married,250000.0,45000.0,150000.0,0.1259250810063263,True,20444.609203766373
50000,2,2,2,22,0,0,0,0,-1,0,50784,50670,50222,20013,39721,30526,2300,2000,1682,41803,1261,1200,0,female,university,single,50000.0,9000.0,30000.0,0.13039498070824662,True,3914.595752378382
50000,2,1,2,21,0,0,0,0,0,0,36809,33121,29672,22365,12702,4134,5143,5000,1021,0,3000,0,0,female,graduate,single,36809.0,6625.62,22085.399999999998,0.12263888226529844,True,3104.532598503372
170000,1,1,1,51,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0,male,graduate,married,316.0,56.879999999999995,189.6,0.24644772546047697,True,-3.8644353714983666
220000,1,1,1,42,-1,-1,-1,-1,0,-1,2358,156,0,50510,2202,4533,156,0,50510,0,5131,0,0,male,graduate,married,2358.0,424.44,1414.8,0.16530379744994933,True,120.40664357815521
50000,2,2,2,30,1,2,0,0,0,0,49310,48210,48673,33270,7689,15529,0,2310,1900,400,8000,1000,1,female,university,single,49310.0,8875.8,29586.0,0.3325891308610526,True,-3916.1766333516316
160000,2,1,1,27,0,0,0,0,0,0,146643,151342,152714,141957,140605,143519,6645,4844,6368,3961,4086,4280,0,female,graduate,married,146643.0,26395.739999999998,87985.8,0.09117856229181268,True,15966.595630076536
130000,2,1,2,26,-2,-2,-2,-1,-1,-2,0,365,894,6006,1385,1666,365,894,6006,1385,1666,0,0,female,graduate,single,0.0,0.0,0.0,0.1432143368897726,True,0.0
30000,2,1,2,24,-1,-1,2,-1,-1,-1,736,1472,736,736,736,1423,1472,0,736,736,1423,831,0,female,graduate,single,736.0,132.48,441.59999999999997,0.28523423060830877,True,-31.267267107617897
90000,2,1,2,23,0,0,0,0,2,0,60374,57829,59492,68365,66832,69248,3000,2600,10000,0,3500,4000,0,female,graduate,single,60374.0,10867.32,36224.4,0.1766020992806257,True,2550.823389264574
30000,2,2,2,22,3,2,2,2,-1,-1,200,200,200,200,29847,30089,0,0,0,29847,340,0,0,female,university,single,200.0,36.0,120.0,0.5517340876648638,True,-50.07051767571875
80000,2,2,1,22,2,2,2,2,2,-2,79026,81521,83628,152452,0,0,4400,4001,12,0,0,0,1,female,university,married,79026.0,14224.68,47415.6,0.7783902012597927,True,-33755.509954909976
50000,2,1,2,23,0,-1,-1,-1,-1,0,1980,269,-721,-710,29114,27154,269,710,268,45171,1036,1000,0,female,graduate,single,1980.0,356.4,1188.0,0.15298583112096004,True,120.12868241678933
70000,2,3,2,24,0,0,0,0,0,0,5633,6646,7665,8836,9532,9730,1114,1133,1304,1000,351,2523,0,female,high-school,single,5633.0,1013.9399999999999,3379.7999999999997,0.16090742981044626,True,306.9545893446499
10000,2,2,2,23,0,0,0,0,0,2,5403,6462,7479,8489,9007,9227,1300,1272,1282,800,500,0,0,female,university,single,5403.0,972.54,3241.7999999999997,0.2737553839226185,True,-181.15826468044804
30000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,university,single,0.0,0.0,0.0,0.22496527511589143,True,0.0
140000,2,2,2,24,2,2,2,2,2,2,50643,51916,52903,53652,52201,55497,2400,2400,2200,0,4300,2200,1,female,university,single,50643.0,9115.74,30385.8,0.7496940932811066,True,-20498.331213507365
10000,2,2,2,25,1,2,2,2,0,0,8599,9695,10385,9987,9987,0,1400,1000,0,0,0,0,1,female,university,single,8599.0,1547.82,5159.4,0.47798513017861505,True,-1658.1314248366102
100000,2,2,2,44,-1,-1,-1,-1,0,0,12566,2421,3360,2845,2505,2158,3061,1390,6477,50,43,36,0,female,university,single,12566.0,2261.88,7539.599999999999,0.12282745403674149,True,1057.9891658079594
50000,2,1,2,23,2,2,0,0,2,2,50668,46576,46225,46473,45099,45116,0,2120,2810,1000,2083,1500,1,female,graduate,single,50000.0,9000.0,30000.0,0.7605971886992071,True,-20663.290359269078
70000,2,2,2,26,0,0,0,0,0,0,105338,100820,96815,90968,86011,81276,3600,3990,2700,2300,2300,3000,0,female,university,single,70000.0,12600.0,42000.0,0.14508484158666807,True,4678.367649367922
80000,2,2,2,25,0,0,0,0,0,0,36808,38190,39571,40775,40592,20650,2000,2000,1867,1784,1050,0,0,female,university,single,36808.0,6625.44,22084.8,0.10712024943194716,True,3549.9919299489325
60000,2,2,2,23,0,0,0,0,0,0,45995,44955,20264,20614,20877,21535,2400,1700,1403,1000,1000,1000,0,female,university,single,45995.0,8279.1,27597.0,0.13766522881819165,True,3340.2084843956745
20000,2,3,1,24,0,0,0,0,0,0,13506,14772,16520,17623,15237,13776,1500,2000,1500,506,803,1009,0,female,high-school,married,13506.0,2431.08,8103.599999999999,0.16910547884469068,True,649.6078941244141
20000,2,2,2,23,0,0,0,0,2,0,13858,15121,16472,18087,17499,17868,1500,1600,2200,0,650,1450,0,female,university,single,13858.0,2494.44,8314.8,0.2871885579687429,True,-609.8500483380537
90000,2,2,2,24,0,0,0,0,0,0,35411,17417,26046,10689,12455,15181,10000,14790,5000,5249,9932,0,0,female,university,single,35411.0,6373.98,21246.6,0.0751540373921811,True,4298.18189788627
100000,2,1,2,27,0,0,0,0,0,0,81152,81912,83231,62421,63814,65164,3000,2700,2270,2433,2530,2400,0,female,graduate,single,81152.0,14607.359999999999,48691.2,0.09220300718395238,True,8771.042417586159
10000,2,1,2,27,2,0,0,2,0,0,6100,7274,9596,9289,9593,9795,1281,2603,0,1000,500,421,1,female,graduate,single,6100.0,1098.0,3660.0,0.7115926645352906,True,-2287.7578978589127
30000,2,2,1,27,-1,-1,2,-1,0,-1,390,780,390,780,390,390,780,0,780,0,390,150,0,female,university,married,390.0,70.2,234.0,0.3285277201617064,True,-29.73813247319108
400000,2,2,2,26,0,0,0,0,0,0,74465,68544,60763,53184,45776,38432,3600,2200,1700,1500,1315,800,0,female,university,single,74465.0,13403.699999999999,44679.0,0.055619104910143435,True,10173.192215235611
130000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,0,734,0,390,988,0,734,0,390,988,1990,0,female,graduate,single,0.0,0.0,0.0,0.1637133825550317,True,0.0
20000,2,3,1,26,0,0,0,2,0,0,15271,16707,20601,19952,19586,18528,2000,4500,0,671,700,2000,1,female,high-school,married,15271.0,2748.7799999999997,9162.6,0.22588287083221886,True,58.20329002652443
50000,2,2,2,27,0,0,0,0,0,0,50686,49525,49603,49222,30421,30352,1779,3001,1558,1045,1074,1634,0,female,university,single,50000.0,9000.0,30000.0,0.13754448450117454,True,3635.7651044541926
200000,2,2,1,28,0,0,0,0,0,0,197142,198367,96731,67431,60690,60442,9197,3700,6478,2114,2337,2401,0,female,university,married,197142.0,35485.56,118285.2,0.09866023498613455,True,20314.5006844035
70000,2,2,2,28,0,0,0,0,0,0,68462,69205,70644,70759,70352,70659,3100,3160,3100,2500,2600,2800,0,female,university,single,68462.0,12323.16,41077.2,0.11695179346920377,True,6077.89212609887
260000,2,1,2,29,1,-1,-1,-1,-1,0,0,18488,17276,6165,9219,980,18488,17276,6179,9219,0,9012,0,female,graduate,single,0.0,0.0,0.0,0.09696789188395748,True,0.0
30000,2,2,2,29,2,2,2,0,0,0,13519,16493,15545,16557,16857,18121,3211,0,1275,575,1539,700,1,female,university,single,13519.0,2433.42,8111.4,0.6950687652574418,True,-4895.9550172619765
220000,2,1,2,28,0,0,0,-1,-1,-1,57739,42144,19270,1500,5520,0,2000,1000,1500,5520,0,0,0,female,graduate,single,57739.0,10393.02,34643.4,0.07584316291178758,True,6977.315460976311
110000,2,1,2,28,0,0,0,0,0,0,107649,82139,74760,63520,62529,58228,3500,3899,3000,1800,3000,2000,0,female,graduate,single,107649.0,19376.82,64589.399999999994,0.09592069029996401,True,11322.722215721356
80000,2,1,2,29,0,0,0,0,0,0,33947,37339,36601,40589,42675,44567,4000,2500,5000,3000,2500,10000,0,female,graduate,single,33947.0,6110.46,20368.2,0.07491375369948527,True,4126.844186467588
50000,2,2,2,35,0,0,0,0,0,0,13517,14536,15694,16431,17056,17581,1550,1700,1300,900,800,800,0,female,university,single,13517.0,2433.06,8110.2,0.15544878610738985,True,794.123031385401
350000,2,3,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,female,high-school,single,0.0,0.0,0.0,0.24772149241085203,True,0.0
80000,2,3,1,28,0,0,0,0,0,0,63900,65343,66171,58683,43421,44267,3000,2470,2228,1516,2000,1556,1,female,high-school,married,63900.0,11502.0,38340.0,0.09812215323084565,True,6611.395638668192
50000,2,2,2,23,0,0,0,0,0,0,19455,13675,10476,11197,11609,11922,1500,1500,1200,600,500,800,0,female,university,single,19455.0,3501.9,11673.0,0.14924761460619243,True,1237.0823731124906
130000,2,2,2,29,-1,-1,-1,2,0,0,867,1110,1170,780,390,0,1200,1170,0,0,0,780,0,female,university,single,867.0,156.06,520.1999999999999,0.34903652716289135,True,-79.97944185917689
360000,2,1,2,27,0,0,0,0,0,0,130640,120058,110795,101668,78730,66682,4500,4100,4208,3000,2300,1800,0,female,graduate,single,130640.0,23515.2,78384.0,0.05907983330274661,True,17495.012250316766
80000,2,2,1,35,0,0,2,2,2,3,63706,66613,69602,70752,74183,72727,5660,4688,2900,5200,0,3000,0,female,university,married,63706.0,11467.08,38223.6,0.3671337671926819,True,-6776.0465427660565
70000,2,2,2,27,0,0,0,0,2,0,47938,49638,51005,54141,52676,53871,2500,2464,4600,0,2200,2180,0,female,university,single,47938.0,8628.84,28762.8,0.22178936719587297,True,335.77182598410946
30000,2,1,2,22,2,2,0,0,0,-1,29188,25908,19998,15675,8240,438,0,1441,1000,165,438,0,1,female,graduate,single,29188.0,5253.84,17512.8,0.6946566965850799,True,-10561.158934741743
260000,2,2,2,29,0,0,0,0,0,0,193000,149410,138021,98578,84967,83224,5072,4439,3079,3020,3036,4554,0,female,university,single,193000.0,34740.0,115800.0,0.07579311626201557,True,23330.104277916176
200000,2,2,2,27,1,2,-1,-1,-1,-1,18354,9000,9306,9306,9000,9000,0,9306,9306,9000,9000,9300,0,female,university,single,18354.0,3303.72,11012.4,0.17503459331736992,True,797.9037579173339
160000,2,1,1,24,-1,-1,0,0,-1,-1,2990,8619,4405,4445,2820,4970,8619,1000,4000,2820,4970,2825,0,female,graduate,married,2990.0,538.1999999999999,1794.0,0.09881718328301725,True,307.7385651473471
20000,2,2,1,24,0,0,0,0,0,0,17191,18594,19489,20200,20000,0,2000,1500,1200,0,0,0,0,female,university,married,17191.0,3094.38,10314.6,0.20499159336743858,True,345.6518243678838
180000,2,2,2,30,0,0,0,0,0,0,148860,135814,138654,130773,121293,123947,6500,7000,6600,4700,5100,4700,0,female,university,single,148860.0,26794.8,89316.0,0.07347216341675793,True,18263.888327949506
50000,2,3,2,28,1,3,3,2,2,2,40527,42066,41126,40165,42683,43843,2500,0,0,3200,2000,1700,0,female,high-school,single,40527.0,7294.86,24316.2,0.5737691611653046,True,-10842.591379746114
10000,2,2,2,27,2,0,0,0,0,0,6694,7546,8345,8688,8865,9046,1124,1207,1000,177,181,0,0,female,university,single,6694.0,1204.9199999999998,4016.3999999999996,0.6958582607369022,True,-2428.378653950802
80000,2,2,1,29,2,2,2,2,0,0,82074,79440,102872,49043,23962,23283,0,4300,0,1000,5000,1000,1,female,university,married,80000.0,14400.0,48000.0,0.7039176126709523,True,-29524.459030667425
410000,2,1,1,37,0,0,0,0,0,-1,54326,23223,25865,21619,19336,1433,5000,15014,5034,10006,1433,371,0,female,graduate,married,54326.0,9778.68,32595.6,0.05015357074874166,True,7653.458550093012
30000,2,2,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,university,single,0.0,0.0,0.0,0.22675380088772426,True,0.0
310000,2,2,1,29,-2,-2,-2,-2,-2,-2,13158,1062,8805,3024,0,0,1062,8805,3087,0,0,3240,0,female,university,married,13158.0,2368.44,7894.799999999999,0.08706156035533179,True,1474.9063112987446
30000,2,2,1,25,2,2,2,2,2,2,28766,27183,30023,29243,31262,30327,0,3600,0,2800,0,1080,1,female,university,married,28766.0,5177.88,17259.6,0.7701654676698093,True,-12102.692277531993
160000,2,1,2,29,0,0,-1,0,0,0,14023,14224,101479,101454,102861,103921,1450,101505,3600,3700,3800,3500,0,female,graduate,single,14023.0,2524.14,8413.8,0.04598648197713274,True,2021.142619323041
230000,2,2,2,28,0,0,0,0,0,0,64992,56763,58020,59580,59224,61867,2500,2500,3000,2000,4000,2000,0,female,university,single,64992.0,11698.56,38995.2,0.06236986073511509,True,8536.797248660652
50000,2,2,1,31,1,3,2,0,0,0,50701,49147,21163,19894,19758,19324,0,507,1300,1000,700,771,1,female,university,married,50000.0,9000.0,30000.0,0.41260672618819927,True,-7091.6623213397725
100000,2,1,2,31,1,-2,-1,-1,0,0,0,-740,740,1480,1480,740,0,2220,1480,740,0,2931,0,female,graduate,single,0.0,0.0,0.0,0.1843925595673956,True,0.0
210000,2,1,2,30,0,0,0,0,0,0,7264,8816,10749,5125,5732,9297,2000,2500,2000,1000,4000,4000,0,female,graduate,single,7264.0,1307.52,4358.4,0.07915799251564985,True,859.0171470457293
50000,2,2,1,34,2,0,0,2,2,0,62643,59851,65545,62672,57755,55512,2151,10000,2100,0,2000,1861,1,female,university,married,50000.0,9000.0,30000.0,0.7560788629555445,True,-20487.075655266235
300000,2,1,2,30,0,0,0,0,0,0,217329,206703,203164,164371,161331,154515,8000,20219,7500,6500,7500,6000,0,female,graduate,single,217329.0,39119.22,130397.4,0.06248804219447459,True,28526.458296775287
50000,2,2,1,39,2,2,2,2,0,0,78874,74268,66468,56847,50680,26729,4725,1400,0,1545,2022,51000,1,female,university,married,50000.0,9000.0,30000.0,0.6726250223562811,True,-17232.37587189496
80000,2,3,1,38,0,0,0,2,0,0,82391,80977,88815,83153,50910,60012,2925,12265,9,1737,1760,1882,0,female,high-school,married,80000.0,14400.0,48000.0,0.17968298196056462,True,3187.7819256607672
260000,2,3,1,44,0,0,0,0,0,0,148803,137561,130539,112300,105517,108011,5100,5300,4303,3600,4000,4000,0,female,high-school,married,148803.0,26784.539999999997,89281.8,0.06909334426700424,True,18765.128412568833
30000,2,1,1,48,0,0,0,2,2,2,25265,26529,30090,28908,30472,29483,2000,4000,0,2400,0,1500,1,female,graduate,married,25265.0,4547.7,15159.0,0.37123473215608127,True,-2768.1114961802473
50000,2,2,1,35,0,0,0,0,0,0,16053,16024,25350,25738,25948,26163,2000,10000,1500,1000,1000,1500,0,female,university,married,16053.0,2889.54,9631.8,0.13031641427449062,True,1257.8038692882499
50000,2,2,1,48,1,2,0,0,0,0,18704,18106,19793,19378,18874,19361,0,2000,1500,1000,2000,1000,1,female,university,married,18704.0,3366.72,11222.4,0.343673476206774,True,-1647.173585197771
80000,2,2,1,38,0,0,0,0,0,0,72704,70907,59223,40128,41152,41527,3133,2132,1650,2000,1503,1505,0,female,university,married,72704.0,13086.72,43622.4,0.09969853028713578,True,7432.904082123182
30000,2,3,1,37,1,2,2,2,0,0,28361,27227,29346,23548,11790,7276,0,3313,108,299,325,0,0,female,high-school,married,28361.0,5104.98,17016.6,0.4640900132492968,True,-5161.4243552953785
70000,2,1,2,23,0,0,0,0,0,0,7531,8545,9588,10900,46462,47599,1145,1188,1500,36000,2000,1668,1,female,graduate,single,7531.0,1355.58,4518.599999999999,0.13724324789947578,True,549.3884580538573
140000,2,1,1,37,0,0,0,0,0,0,136431,135134,139178,139900,109665,108129,4849,6703,6120,4015,4042,4057,1,female,graduate,married,136431.0,24557.579999999998,81858.59999999999,0.09946838071166436,True,13972.534893878998
180000,2,2,1,29,0,0,0,0,0,0,25781,26000,26310,26662,26166,26176,1800,1800,1500,1056,950,1000,0,female,university,married,25781.0,4640.58,15468.599999999999,0.07531180462342181,True,3126.1213647027785
20000,2,2,2,34,0,-1,-1,-2,-2,-2,17489,3077,0,0,0,0,3077,19837,0,15846,2000,0,0,female,university,single,17489.0,3148.02,10493.4,0.11693648942333286,True,1552.8402344507585
70000,2,2,2,22,2,2,2,2,0,0,69242,71007,72596,70467,48129,47751,3500,3300,0,2000,2000,2000,0,female,university,single,69242.0,12463.56,41545.2,0.6581566004161975,True,-23082.66187429431
140000,2,2,1,30,0,0,0,0,0,2,106526,85019,82784,81458,86227,84646,4000,3000,4000,7000,0,4000,0,female,university,married,106526.0,19174.68,63915.6,0.24430023431353085,True,-1124.2948731768847
80000,2,2,2,37,-2,-2,-2,-2,-2,-2,5583,3946,0,0,0,0,3946,0,0,0,0,0,0,female,university,single,5583.0,1004.9399999999999,3349.7999999999997,0.15024186424167554,True,350.6757441122059
300000,2,1,1,36,1,-2,-2,-2,-1,0,0,0,0,0,1894,2394,0,0,0,1894,500,4662,0,female,graduate,married,0.0,0.0,0.0,0.2504545292998966,True,0.0
500000,2,1,2,28,0,0,0,0,0,0,229258,134264,134908,141358,121262,131147,10042,8048,20141,10000,12000,15000,0,female,graduate,single,229258.0,41266.439999999995,137554.8,0.055987860659508545,True,31254.621331919458
200000,2,1,1,35,-1,-1,2,-1,-1,-1,316,734,418,424,424,424,734,0,424,424,424,608,0,female,graduate,married,316.0,56.879999999999995,189.6,0.28916003319385697,True,-14.392164981621868
130000,2,2,2,37,2,0,0,0,0,0,129677,131798,98083,92317,87375,87634,5940,4700,4433,3100,3300,3200,1,female,university,single,129677.0,23341.86,77806.2,0.6596302881984087,True,-43378.46396850994
20000,2,2,1,32,1,2,2,2,0,0,17044,16478,19098,18397,18696,38282,0,3200,0,700,700,500,0,female,university,married,17044.0,3067.92,10226.4,0.4876680174118668,True,-3415.2946772389296
110000,2,2,1,41,0,0,0,0,0,0,182235,185646,168171,129227,49830,50287,6071,5070,3362,1755,2000,2000,0,female,university,married,110000.0,19800.0,66000.0,0.15206248076468643,True,6753.039150389906
160000,2,1,2,26,-1,0,0,0,0,-2,157453,155081,137027,70845,0,0,5937,5000,1417,0,0,0,0,female,graduate,single,157453.0,28341.539999999997,94471.8,0.19449501280896658,True,4454.957863588028
70000,2,1,1,34,0,0,0,0,0,0,40498,41192,42274,43596,44173,45309,1668,1750,2023,1600,1850,5800,0,female,graduate,married,40498.0,7289.639999999999,24298.8,0.12970270119274918,True,3192.534005534914
150000,2,2,1,45,-1,-1,-1,-2,-2,-2,16611,18540,18204,16132,-5880,-20544,18552,18267,16142,5880,13707,1088,0,female,university,married,16611.0,2989.98,9966.6,0.06332565327070105,True,2169.4961073459003
500000,2,1,1,39,0,0,0,0,0,0,418958,439432,440324,440565,440050,438953,39432,20000,20000,20000,20000,20000,0,female,graduate,married,418958.0,75412.44,251374.8,0.08262772650547381,True,48410.75330780138
30000,2,2,1,48,2,2,2,2,2,0,28695,29824,29066,31236,29819,30058,1900,0,3000,0,1500,2000,1,female,university,married,28695.0,5165.099999999999,17217.0,0.7599715133717713,True,-11844.658409438323
160000,2,3,1,46,-1,-1,-1,0,-1,-1,24904,2338,4856,4127,3995,842,2343,4856,1000,3995,842,26313,0,female,high-school,married,24904.0,4482.72,14942.4,0.09289809753490826,True,2678.1633076127027
200000,2,3,1,46,-1,0,0,0,0,0,154875,140376,129962,124282,118956,121449,5216,8000,20000,15653,3793,10000,0,female,high-school,married,154875.0,27877.5,92925.0,0.08294000377305925,True,17858.14019420501
50000,2,2,2,35,0,-1,0,0,0,-2,2628,1000,2050,3000,0,0,1000,1050,1000,0,1000,0,0,female,university,single,2628.0,473.03999999999996,1576.8,0.19623511371799918,True,70.78941449629656
80000,2,2,1,45,0,0,0,0,0,0,28775,28951,26813,27383,27475,27823,1442,1459,1500,1000,1003,1100,0,female,university,married,28775.0,5179.5,17265.0,0.12309675148559134,True,2416.6549612816457
140000,2,2,2,33,-1,-1,-1,-1,-1,-1,316,316,13816,316,316,316,316,13816,316,316,316,316,0,female,university,single,316.0,56.879999999999995,189.6,0.161538067521245,True,17.064097117363534
50000,2,2,1,35,0,0,0,0,0,0,40506,41742,43157,14510,14963,16580,5000,3000,2000,500,2000,5000,0,female,university,married,40506.0,7291.08,24303.6,0.12456163067543428,True,3355.5951385314706
50000,2,3,2,40,0,0,0,0,0,0,19824,29311,30862,26614,15571,14971,15000,10000,5000,1500,800,2000,0,female,high-school,single,19824.0,3568.3199999999997,11894.4,0.1027915135075765,True,1978.8836082561263
360000,2,2,1,47,-1,-1,-1,-1,0,0,410,3620,7656,56397,43882,21818,3620,7656,56397,0,0,12117,0,female,university,married,410.0,73.8,246.0,0.12920844155013095,True,32.47914039226812
